------------------------------------------------------------
Client connecting to 10.0.0.1, TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.4 port 58152 connected with 10.0.0.1 port 5001 (icwnd/mss/irtt=14/1448/18310)
[ ID] Interval       Transfer     Bandwidth
[  1] 25.0000-26.0000 sec  24.8 MBytes   208 Mbits/sec
[  1] 26.0000-27.0000 sec  24.6 MBytes   207 Mbits/sec
[  1] 27.0000-28.0000 sec  22.9 MBytes   192 Mbits/sec
[  1] 28.0000-29.0000 sec  20.4 MBytes   171 Mbits/sec
[  1] 29.0000-30.0000 sec  22.8 MBytes   191 Mbits/sec
[  1] 30.0000-31.0000 sec  12.5 MBytes   105 Mbits/sec
[  1] 31.0000-32.0000 sec  14.9 MBytes   125 Mbits/sec
[  1] 32.0000-33.0000 sec  22.8 MBytes   191 Mbits/sec
[  1] 33.0000-34.0000 sec  19.2 MBytes   161 Mbits/sec
[  1] 34.0000-35.0000 sec  20.5 MBytes   172 Mbits/sec
[  1] 35.0000-36.0000 sec  25.8 MBytes   216 Mbits/sec
[  1] 36.0000-37.0000 sec  25.1 MBytes   211 Mbits/sec
[  1] 37.0000-38.0000 sec  28.6 MBytes   240 Mbits/sec
[  1] 38.0000-39.0000 sec  23.6 MBytes   198 Mbits/sec
[  1] 39.0000-40.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 40.0000-41.0000 sec  25.6 MBytes   215 Mbits/sec
[  1] 41.0000-42.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 42.0000-43.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 43.0000-44.0000 sec  27.0 MBytes   226 Mbits/sec
[  1] 44.0000-45.0000 sec  27.2 MBytes   229 Mbits/sec
[  1] 45.0000-46.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 46.0000-47.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 47.0000-48.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 48.0000-49.0000 sec  27.5 MBytes   231 Mbits/sec
[  1] 49.0000-50.0000 sec  27.4 MBytes   230 Mbits/sec
[  1] 50.0000-51.0000 sec  14.9 MBytes   125 Mbits/sec
[  1] 51.0000-52.0000 sec  35.2 MBytes   296 Mbits/sec
[  1] 52.0000-53.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 53.0000-54.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 54.0000-55.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 55.0000-56.0000 sec  27.0 MBytes   226 Mbits/sec
[  1] 56.0000-57.0000 sec  16.0 MBytes   134 Mbits/sec
[  1] 57.0000-58.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 58.0000-59.0000 sec  27.8 MBytes   233 Mbits/sec
[  1] 59.0000-60.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 60.0000-61.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 61.0000-62.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 62.0000-63.0000 sec  21.8 MBytes   182 Mbits/sec
[  1] 63.0000-64.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 64.0000-65.0000 sec  21.8 MBytes   182 Mbits/sec
[  1] 65.0000-66.0000 sec  15.8 MBytes   132 Mbits/sec
[  1] 66.0000-67.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 67.0000-68.0000 sec  21.8 MBytes   182 Mbits/sec
[  1] 68.0000-69.0000 sec  27.0 MBytes   226 Mbits/sec
[  1] 69.0000-70.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 70.0000-71.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 71.0000-72.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 72.0000-73.0000 sec  27.0 MBytes   226 Mbits/sec
[  1] 73.0000-74.0000 sec  21.8 MBytes   182 Mbits/sec
[  1] 74.0000-75.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 75.0000-76.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 76.0000-77.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 77.0000-78.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 78.0000-79.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 79.0000-80.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 80.0000-81.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 81.0000-82.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 82.0000-83.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 83.0000-84.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 84.0000-85.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 85.0000-86.0000 sec  21.8 MBytes   183 Mbits/sec
[  1] 86.0000-87.0000 sec  32.5 MBytes   273 Mbits/sec
[  1] 87.0000-88.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 88.0000-89.0000 sec  21.9 MBytes   184 Mbits/sec
[  1] 89.0000-90.0000 sec  26.8 MBytes   224 Mbits/sec
[  1] 90.0000-91.0000 sec  16.0 MBytes   134 Mbits/sec
[  1] 91.0000-92.0000 sec  18.8 MBytes   158 Mbits/sec
[  1] 92.0000-93.0000 sec  26.6 MBytes   223 Mbits/sec
[  1] 93.0000-94.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 94.0000-95.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 95.0000-96.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 96.0000-97.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 97.0000-98.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 98.0000-99.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 99.0000-100.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 100.0000-101.0000 sec  22.5 MBytes   189 Mbits/sec
[  1] 101.0000-102.0000 sec  25.5 MBytes   214 Mbits/sec
[  1] 102.0000-103.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 103.0000-104.0000 sec  16.2 MBytes   136 Mbits/sec
[  1] 104.0000-105.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 105.0000-106.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 106.0000-107.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 107.0000-108.0000 sec  27.1 MBytes   228 Mbits/sec
[  1] 108.0000-109.0000 sec  22.1 MBytes   186 Mbits/sec
[  1] 109.0000-110.0000 sec  26.1 MBytes   219 Mbits/sec
[  1] 110.0000-111.0000 sec  17.6 MBytes   148 Mbits/sec
[  1] 111.0000-112.0000 sec  25.9 MBytes   217 Mbits/sec
[  1] 112.0000-113.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 113.0000-114.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 114.0000-115.0000 sec  27.0 MBytes   226 Mbits/sec
[  1] 115.0000-116.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 116.0000-117.0000 sec  26.9 MBytes   225 Mbits/sec
[  1] 117.0000-118.0000 sec  21.4 MBytes   179 Mbits/sec
[  1] 118.0000-119.0000 sec  21.5 MBytes   180 Mbits/sec
[  1] 119.0000-120.0000 sec  21.6 MBytes   181 Mbits/sec
[  1] 120.0000-120.4694 sec   128 KBytes  2.23 Mbits/sec
[  1] 0.0000-120.4694 sec  2.49 GBytes   178 Mbits/sec
