------------------------------------------------------------
Client connecting to 10.0.0.1, TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[  1] local 10.0.0.2 port 46812 connected with 10.0.0.1 port 5001 (icwnd/mss/irtt=14/1448/112581)
[ ID] Interval       Transfer     Bandwidth
[  1] 50.0000-51.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  1] 51.0000-52.0000 sec  5.78 MBytes  48.4 Mbits/sec
[  1] 52.0000-53.0000 sec  6.23 MBytes  52.3 Mbits/sec
[  1] 53.0000-54.0000 sec  6.63 MBytes  55.7 Mbits/sec
[  1] 54.0000-55.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  1] 55.0000-56.0000 sec  5.90 MBytes  49.5 Mbits/sec
[  1] 56.0000-57.0000 sec  7.34 MBytes  61.5 Mbits/sec
[  1] 57.0000-58.0000 sec  6.89 MBytes  57.8 Mbits/sec
[  1] 58.0000-59.0000 sec  6.84 MBytes  57.4 Mbits/sec
[  1] 59.0000-60.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  1] 60.0000-61.0000 sec  7.33 MBytes  61.5 Mbits/sec
[  1] 61.0000-62.0000 sec  6.83 MBytes  57.3 Mbits/sec
[  1] 62.0000-63.0000 sec  7.08 MBytes  59.4 Mbits/sec
[  1] 63.0000-64.0000 sec  6.52 MBytes  54.7 Mbits/sec
[  1] 64.0000-65.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  1] 65.0000-66.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  1] 66.0000-67.0000 sec  7.02 MBytes  58.9 Mbits/sec
[  1] 67.0000-68.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  1] 68.0000-69.0000 sec  7.27 MBytes  61.0 Mbits/sec
[  1] 69.0000-70.0000 sec  3.17 MBytes  26.6 Mbits/sec
[  1] 70.0000-71.0000 sec  6.65 MBytes  55.8 Mbits/sec
[  1] 71.0000-72.0000 sec  7.09 MBytes  59.5 Mbits/sec
[  1] 72.0000-73.0000 sec  7.21 MBytes  60.5 Mbits/sec
[  1] 73.0000-74.0000 sec  7.52 MBytes  63.1 Mbits/sec
[  1] 74.0000-75.0000 sec  8.39 MBytes  70.4 Mbits/sec
[  1] 75.0000-76.0000 sec  7.14 MBytes  59.9 Mbits/sec
[  1] 76.0000-77.0000 sec  11.1 MBytes  93.1 Mbits/sec
[  1] 77.0000-78.0000 sec  8.98 MBytes  75.3 Mbits/sec
[  1] 78.0000-79.0000 sec  4.41 MBytes  37.0 Mbits/sec
[  1] 79.0000-80.0000 sec  8.26 MBytes  69.3 Mbits/sec
[  1] 80.0000-81.0000 sec  8.26 MBytes  69.3 Mbits/sec
[  1] 81.0000-82.0000 sec  8.20 MBytes  68.8 Mbits/sec
[  1] 82.0000-83.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 83.0000-84.0000 sec  7.33 MBytes  61.5 Mbits/sec
[  1] 84.0000-85.0000 sec  7.58 MBytes  63.6 Mbits/sec
[  1] 85.0000-86.0000 sec  8.27 MBytes  69.3 Mbits/sec
[  1] 86.0000-87.0000 sec  7.95 MBytes  66.7 Mbits/sec
[  1] 87.0000-88.0000 sec  7.52 MBytes  63.1 Mbits/sec
[  1] 88.0000-89.0000 sec  8.20 MBytes  68.8 Mbits/sec
[  1] 89.0000-90.0000 sec  7.52 MBytes  63.1 Mbits/sec
[  1] 90.0000-91.0000 sec  8.08 MBytes  67.8 Mbits/sec
[  1] 91.0000-92.0000 sec  8.20 MBytes  68.8 Mbits/sec
[  1] 92.0000-93.0000 sec  7.52 MBytes  63.1 Mbits/sec
[  1] 93.0000-94.0000 sec  8.02 MBytes  67.3 Mbits/sec
[  1] 94.0000-95.0000 sec  7.64 MBytes  64.1 Mbits/sec
[  1] 95.0000-96.0000 sec  7.33 MBytes  61.5 Mbits/sec
[  1] 96.0000-97.0000 sec  7.08 MBytes  59.4 Mbits/sec
[  1] 97.0000-98.0000 sec  8.39 MBytes  70.4 Mbits/sec
[  1] 98.0000-99.0000 sec  7.39 MBytes  62.0 Mbits/sec
[  1] 99.0000-100.0000 sec  4.23 MBytes  35.5 Mbits/sec
[  1] 100.0000-101.0000 sec  7.21 MBytes  60.5 Mbits/sec
[  1] 101.0000-102.0000 sec  4.77 MBytes  40.0 Mbits/sec
[  1] 102.0000-103.0000 sec  7.49 MBytes  62.8 Mbits/sec
[  1] 103.0000-104.0000 sec  5.13 MBytes  43.0 Mbits/sec
[  1] 104.0000-105.0000 sec  5.91 MBytes  49.5 Mbits/sec
[  1] 105.0000-106.0000 sec  6.09 MBytes  51.1 Mbits/sec
[  1] 106.0000-107.0000 sec  5.78 MBytes  48.5 Mbits/sec
[  1] 107.0000-108.0000 sec  5.59 MBytes  46.9 Mbits/sec
[  1] 108.0000-109.0000 sec  5.84 MBytes  49.0 Mbits/sec
[  1] 109.0000-110.0000 sec  8.21 MBytes  68.9 Mbits/sec
[  1] 110.0000-111.0000 sec  5.52 MBytes  46.3 Mbits/sec
[  1] 111.0000-112.0000 sec  5.22 MBytes  43.8 Mbits/sec
[  1] 112.0000-113.0000 sec  5.41 MBytes  45.4 Mbits/sec
[  1] 113.0000-114.0000 sec  5.97 MBytes  50.0 Mbits/sec
[  1] 114.0000-115.0000 sec  5.09 MBytes  42.7 Mbits/sec
[  1] 115.0000-116.0000 sec  5.09 MBytes  42.7 Mbits/sec
[  1] 116.0000-117.0000 sec  4.97 MBytes  41.7 Mbits/sec
[  1] 117.0000-118.0000 sec  5.47 MBytes  45.9 Mbits/sec
[  1] 118.0000-119.0000 sec  5.34 MBytes  44.8 Mbits/sec
[  1] 119.0000-120.0000 sec  5.60 MBytes  46.9 Mbits/sec
[  1] 120.0000-122.2845 sec  46.7 KBytes   168 Kbits/sec
[  1] 0.0000-122.2845 sec   864 MBytes  59.3 Mbits/sec
